"","titles","date","location","wage","skills","query"
"1080","LIMS Configuration Developer"," 10/17/2019","Austin, TX","Full-time $100k - $130k","SQL/Oracle","Data Engineer"
"1081","LIMS Configuration Developer"," 10/17/2019","Austin, TX","Full-time $100k - $130k","Linux","Data Engineer"
"1082","LIMS Configuration Developer"," 10/17/2019","Austin, TX","Full-time $100k - $130k","LabVantage/LabAnswer","Data Engineer"
"1083","LIMS Configuration Developer"," 10/17/2019","Austin, TX","Full-time $100k - $130k","Programming/Scripting","Data Engineer"
"1084","Senior Android Engineer - Build app from scratch!"," 10/08/2019","Chicago, IL","Full-time $120k - $150k","Native Android Applications","Data Engineer"
"1085","Senior Android Engineer - Build app from scratch!"," 10/08/2019","Chicago, IL","Full-time $120k - $150k","Kotlin/Java","Data Engineer"
"1086","Senior Android Engineer - Build app from scratch!"," 10/08/2019","Chicago, IL","Full-time $120k - $150k","Consumer Facing","Data Engineer"
"1087","Senior Android Engineer - Build app from scratch!"," 10/08/2019","Chicago, IL","Full-time $120k - $150k","Android SDK","Data Engineer"
"1088","Senior Android Engineer - Build app from scratch!"," 10/08/2019","Chicago, IL","Full-time $120k - $150k","Algorithms","Data Engineer"
"1089","Senior Electrical Engineer - Data Center"," 10/16/2019","San Jose, CA","Compensation Unspecified","Commercial HVAC","Data Engineer"
"1090","Senior Electrical Engineer - Data Center"," 10/16/2019","San Jose, CA","Compensation Unspecified","Mission Critical Facilities","Data Engineer"
"1091","Senior Electrical Engineer - Data Center"," 10/16/2019","San Jose, CA","Compensation Unspecified","Electrical Distribution Design","Data Engineer"
"1092","Senior Electrical Engineer - Data Center"," 10/16/2019","San Jose, CA","Compensation Unspecified","Electrical Engineering","Data Engineer"
"1093","Senior Electrical Engineer - Data Center"," 10/16/2019","San Jose, CA","Compensation Unspecified","Data Center","Data Engineer"
"1094","CAD Design Engineer - EDA, Semiconductor, Scripting"," 10/14/2019","Fremont, CA","Full-time $110k - $140k","Electronic Design Automation","Data Engineer"
"1095","CAD Design Engineer - EDA, Semiconductor, Scripting"," 10/14/2019","Fremont, CA","Full-time $110k - $140k","EDA","Data Engineer"
"1096","CAD Design Engineer - EDA, Semiconductor, Scripting"," 10/14/2019","Fremont, CA","Full-time $110k - $140k","design data management","Data Engineer"
"1097","CAD Design Engineer - EDA, Semiconductor, Scripting"," 10/14/2019","Fremont, CA","Full-time $110k - $140k","Unix","Data Engineer"
"1098","CAD Design Engineer - EDA, Semiconductor, Scripting"," 10/14/2019","Fremont, CA","Full-time $110k - $140k","Shell","Data Engineer"
"1099","Electronic Design Automation Engineer"," 10/14/2019","Fremont, CA","Full-time $110k - $140k","Electronic Design Automation","Data Engineer"
"1100","Electronic Design Automation Engineer"," 10/14/2019","Fremont, CA","Full-time $110k - $140k","EDA","Data Engineer"
"1101","Electronic Design Automation Engineer"," 10/14/2019","Fremont, CA","Full-time $110k - $140k","design data management","Data Engineer"
"1102","Electronic Design Automation Engineer"," 10/14/2019","Fremont, CA","Full-time $110k - $140k","Unix","Data Engineer"
"1103","Electronic Design Automation Engineer"," 10/14/2019","Fremont, CA","Full-time $110k - $140k","Shell","Data Engineer"
"1104","Data Scientist | AI, Python, Security (RELOCATION ASSISTANCE!)"," 03/12/2019","Newport Beach, CA","Full-time $120k - $175k","Machine Learning","Data Engineer"
"1105","Data Scientist | AI, Python, Security (RELOCATION ASSISTANCE!)"," 03/12/2019","Newport Beach, CA","Full-time $120k - $175k","Python","Data Engineer"
"1106","Data Scientist | AI, Python, Security (RELOCATION ASSISTANCE!)"," 03/12/2019","Newport Beach, CA","Full-time $120k - $175k","Data Mining","Data Engineer"
"1107","Data Scientist | AI, Python, Security (RELOCATION ASSISTANCE!)"," 03/12/2019","Newport Beach, CA","Full-time $120k - $175k","AWS","Data Engineer"
"1108","Data Scientist | AI, Python, Security (RELOCATION ASSISTANCE!)"," 03/12/2019","Newport Beach, CA","Full-time $120k - $175k","Big Data","Data Engineer"
"1109","Software Developer Team Lead"," 07/26/2019","Tucker, GA","Full-time $110k - $120k","Software Development","Data Engineer"
"1110","Software Developer Team Lead"," 07/26/2019","Tucker, GA","Full-time $110k - $120k","NET","Data Engineer"
"1111","Software Developer Team Lead"," 07/26/2019","Tucker, GA","Full-time $110k - $120k","ASP.NET","Data Engineer"
"1112","Software Developer Team Lead"," 07/26/2019","Tucker, GA","Full-time $110k - $120k","MVC","Data Engineer"
"1113","Product Development Test Engineer (Turbomachinery)"," 03/28/2019","White River Junction, VT","Compensation Unspecified","Servo Motor Controls","Data Engineer"
"1114","Product Development Test Engineer (Turbomachinery)"," 03/28/2019","White River Junction, VT","Compensation Unspecified","Rotating Speed Measurement","Data Engineer"
"1115","Product Development Test Engineer (Turbomachinery)"," 03/28/2019","White River Junction, VT","Compensation Unspecified","Mechanical Engineer","Data Engineer"
"1116","Product Development Test Engineer (Turbomachinery)"," 03/28/2019","White River Junction, VT","Compensation Unspecified","Turbomachinery","Data Engineer"
"1117","Product Development Test Engineer (Turbomachinery)"," 03/28/2019","White River Junction, VT","Compensation Unspecified","Data Acquisition System","Data Engineer"
"1118","Senior Java Engineer (Fintech / Trading)"," 10/17/2019","Chicago, IL","Full-time $150k - $160k","Java","Data Engineer"
"1119","Senior Java Engineer (Fintech / Trading)"," 10/17/2019","Chicago, IL","Full-time $150k - $160k","Market Data Feeds","Data Engineer"
"1120","Senior Java Engineer (Fintech / Trading)"," 10/17/2019","Chicago, IL","Full-time $150k - $160k","Spring/Hibernate","Data Engineer"
"1121","Senior Java Engineer (Fintech / Trading)"," 10/17/2019","Chicago, IL","Full-time $150k - $160k","multicasting","Data Engineer"
"1122","Software Developer (Golang) | RELOCATION ASSISTANCE!"," 03/12/2019","Newport Beach, CA","Full-time $100k - $175k","Java","Data Engineer"
"1123","Software Developer (Golang) | RELOCATION ASSISTANCE!"," 03/12/2019","Newport Beach, CA","Full-time $100k - $175k","Golang","Data Engineer"
"1124","Software Developer (Golang) | RELOCATION ASSISTANCE!"," 03/12/2019","Newport Beach, CA","Full-time $100k - $175k","Go","Data Engineer"
"1125","Software Developer (Golang) | RELOCATION ASSISTANCE!"," 03/12/2019","Newport Beach, CA","Full-time $100k - $175k","AWS","Data Engineer"
"1126","Software Developer (Golang) | RELOCATION ASSISTANCE!"," 03/12/2019","Newport Beach, CA","Full-time $100k - $175k","Big Data","Data Engineer"
"1127","Senior iOS Engineer"," 10/18/2019","Menlo Park, CA","Full-time $140k - $160k","Native iOS Development","Data Engineer"
"1128","Senior iOS Engineer"," 10/18/2019","Menlo Park, CA","Full-time $140k - $160k","SWIFT","Data Engineer"
"1129","Senior iOS Engineer"," 10/18/2019","Menlo Park, CA","Full-time $140k - $160k","Core Data","Data Engineer"
"1130","Senior iOS Engineer"," 10/18/2019","Menlo Park, CA","Full-time $140k - $160k","Large scale mobile applications","Data Engineer"
"1131","Senior iOS Engineer"," 10/18/2019","Menlo Park, CA","Full-time $140k - $160k","Unit Tests","Data Engineer"
"1132","Business Intelligence Developer / Analytics (Top Secret)"," 10/03/2019","Springfield, VA","Compensation Unspecified","Microsoft SQL","Data Engineer"
"1133","Business Intelligence Developer / Analytics (Top Secret)"," 10/03/2019","Springfield, VA","Compensation Unspecified","Data Modeling","Data Engineer"
"1134","Business Intelligence Developer / Analytics (Top Secret)"," 10/03/2019","Springfield, VA","Compensation Unspecified","Business Intelligence","Data Engineer"
"1135","Business Intelligence Developer / Analytics (Top Secret)"," 10/03/2019","Springfield, VA","Compensation Unspecified","DAX","Data Engineer"
"1136","Business Intelligence Developer / Analytics (Top Secret)"," 10/03/2019","Springfield, VA","Compensation Unspecified","MDX","Data Engineer"
"1137","Senior .NET BI Developer (LINQ)"," 10/18/2019","Encinitas, CA","Full-time $110k - $160k","NET","Data Engineer"
"1138","Senior .NET BI Developer (LINQ)"," 10/18/2019","Encinitas, CA","Full-time $110k - $160k","LINQ","Data Engineer"
"1139","Senior .NET BI Developer (LINQ)"," 10/18/2019","Encinitas, CA","Full-time $110k - $160k","Tableau Software","Data Engineer"
"1140","Senior .NET BI Developer (LINQ)"," 10/18/2019","Encinitas, CA","Full-time $110k - $160k","OLAP","Data Engineer"
"1141","Senior Software Engineer"," 08/05/2019","Irvine, CA","Full-time $130k - $225k","Java","Data Engineer"
"1142","Senior Software Engineer"," 08/05/2019","Irvine, CA","Full-time $130k - $225k","Object Oriented","Data Engineer"
"1143","Senior Software Engineer"," 08/05/2019","Irvine, CA","Full-time $130k - $225k","Data Structures","Data Engineer"
"1144","Senior Software Engineer"," 08/05/2019","Irvine, CA","Full-time $130k - $225k","Algorithm Development","Data Engineer"
"1145","Senior Software Engineer"," 08/05/2019","Irvine, CA","Full-time $130k - $225k","System Design/Development","Data Engineer"
"1146","Senior Software Engineer"," 08/05/2019","New York City, NY","Full-time $130k - $225k","Java","Data Engineer"
"1147","Senior Software Engineer"," 08/05/2019","New York City, NY","Full-time $130k - $225k","Object Oriented","Data Engineer"
"1148","Senior Software Engineer"," 08/05/2019","New York City, NY","Full-time $130k - $225k","Data Structures","Data Engineer"
"1149","Senior Software Engineer"," 08/05/2019","New York City, NY","Full-time $130k - $225k","Algorithm Development","Data Engineer"
"1150","Senior Software Engineer"," 08/05/2019","New York City, NY","Full-time $130k - $225k","System Design/Development","Data Engineer"
"1151","Senior Software Engineer"," 08/05/2019","San Francisco, CA","Full-time $140k - $225k","Java","Data Engineer"
"1152","Senior Software Engineer"," 08/05/2019","San Francisco, CA","Full-time $140k - $225k","Object Oriented","Data Engineer"
"1153","Senior Software Engineer"," 08/05/2019","San Francisco, CA","Full-time $140k - $225k","Data Structures","Data Engineer"
"1154","Senior Software Engineer"," 08/05/2019","San Francisco, CA","Full-time $140k - $225k","Algorithm Development","Data Engineer"
"1155","Senior Software Engineer"," 08/05/2019","San Francisco, CA","Full-time $140k - $225k","System Design/Development","Data Engineer"
"1156","Senior Software Engineer"," 08/05/2019","San Diego, CA","Full-time $130k - $225k","Java","Data Engineer"
"1157","Senior Software Engineer"," 08/05/2019","San Diego, CA","Full-time $130k - $225k","Object Oriented","Data Engineer"
"1158","Senior Software Engineer"," 08/05/2019","San Diego, CA","Full-time $130k - $225k","Data Structures","Data Engineer"
"1159","Senior Software Engineer"," 08/05/2019","San Diego, CA","Full-time $130k - $225k","Algorithm Development","Data Engineer"
"1160","Senior Software Engineer"," 08/05/2019","San Diego, CA","Full-time $130k - $225k","System Design/Development","Data Engineer"
"1161","Senior Software Engineer"," 08/05/2019","Boston, MA","Full-time $130k - $225k","Java","Data Engineer"
"1162","Senior Software Engineer"," 08/05/2019","Boston, MA","Full-time $130k - $225k","Object Oriented","Data Engineer"
"1163","Senior Software Engineer"," 08/05/2019","Boston, MA","Full-time $130k - $225k","Data Structures","Data Engineer"
"1164","Senior Software Engineer"," 08/05/2019","Boston, MA","Full-time $130k - $225k","Algorithm Development","Data Engineer"
"1165","Senior Software Engineer"," 08/05/2019","Boston, MA","Full-time $130k - $225k","System Design/Development","Data Engineer"
"1166","Senior Software Engineer"," 08/05/2019","Dallas, TX","Full-time $140k - $225k","Java","Data Engineer"
"1167","Senior Software Engineer"," 08/05/2019","Dallas, TX","Full-time $140k - $225k","Object Oriented","Data Engineer"
"1168","Senior Software Engineer"," 08/05/2019","Dallas, TX","Full-time $140k - $225k","Data Structures","Data Engineer"
"1169","Senior Software Engineer"," 08/05/2019","Dallas, TX","Full-time $140k - $225k","Algorithm Development","Data Engineer"
"1170","Senior Software Engineer"," 08/05/2019","Dallas, TX","Full-time $140k - $225k","System Design/Development","Data Engineer"
"1171","Cloud Software Engineer"," 09/30/2019","Sunnyvale, CA","Full-time $150k - $200k","Cloud Application development","Data Engineer"
"1172","Cloud Software Engineer"," 09/30/2019","Sunnyvale, CA","Full-time $150k - $200k","Go","Data Engineer"
"1173","Cloud Software Engineer"," 09/30/2019","Sunnyvale, CA","Full-time $150k - $200k","JavaScript","Data Engineer"
"1174","Cloud Software Engineer"," 09/30/2019","Sunnyvale, CA","Full-time $150k - $200k","Java","Data Engineer"
"1175","Cloud Software Engineer"," 09/30/2019","Sunnyvale, CA","Full-time $150k - $200k","Data Structures","Data Engineer"
"1176","Senior Software Engineer (Golang) - Security Startup"," 10/02/2019","San Diego, CA","Full-time $110k - $175k","Data","Data Engineer"
"1177","Senior Software Engineer (Golang) - Security Startup"," 10/02/2019","San Diego, CA","Full-time $110k - $175k","Golang","Data Engineer"
"1178","Senior Software Engineer (Golang) - Security Startup"," 10/02/2019","San Diego, CA","Full-time $110k - $175k","APIs","Data Engineer"
"1179","Senior Software Engineer (Golang) - Security Startup"," 10/02/2019","San Diego, CA","Full-time $110k - $175k","Security","Data Engineer"
"1180","Senior Software Engineer (Golang) - Security Startup"," 10/02/2019","San Diego, CA","Full-time $110k - $175k","Storage","Data Engineer"
"1181","Software Engineer (Python, REST APIs) - REMOTE - 6 mo. contract"," 10/09/2019","Redwood City, CA","Compensation Unspecified","Python","Data Engineer"
"1182","Software Engineer (Python, REST APIs) - REMOTE - 6 mo. contract"," 10/09/2019","Redwood City, CA","Compensation Unspecified","REST Web Services","Data Engineer"
"1183","Software Engineer (Python, REST APIs) - REMOTE - 6 mo. contract"," 10/09/2019","Redwood City, CA","Compensation Unspecified","API Consumption","Data Engineer"
"1184","Software Engineer (Python, REST APIs) - REMOTE - 6 mo. contract"," 10/09/2019","Redwood City, CA","Compensation Unspecified","Backend Development","Data Engineer"
"1185","Software Engineer (Python, REST APIs) - REMOTE - 6 mo. contract"," 10/09/2019","Redwood City, CA","Compensation Unspecified","Data Platform","Data Engineer"
"1186","Senior Software Developer"," 10/15/2019","Newport Beach, CA","Full-time $110k - $150k","Data","Data Engineer"
"1187","Senior Software Developer"," 10/15/2019","Newport Beach, CA","Full-time $110k - $150k","SQL","Data Engineer"
"1188","Senior Software Developer"," 10/15/2019","Newport Beach, CA","Full-time $110k - $150k","ASP.NET","Data Engineer"
"1189","Senior Software Developer"," 10/15/2019","Newport Beach, CA","Full-time $110k - $150k","Agile","Data Engineer"
"1190","Technical Support Engineer - Unix, Big Data"," 10/15/2019","San Ramon, CA","Full-time $90k - $140k","Technical Support Engineer","Data Engineer"
"1191","Technical Support Engineer - Unix, Big Data"," 10/15/2019","San Ramon, CA","Full-time $90k - $140k","Technical Support","Data Engineer"
"1192","Technical Support Engineer - Unix, Big Data"," 10/15/2019","San Ramon, CA","Full-time $90k - $140k","Cloudera","Data Engineer"
"1193","Technical Support Engineer - Unix, Big Data"," 10/15/2019","San Ramon, CA","Full-time $90k - $140k","HortonWorks","Data Engineer"
"1194","Technical Support Engineer - Unix, Big Data"," 10/15/2019","San Ramon, CA","Full-time $90k - $140k","Linux","Data Engineer"
"1195","Junior Software Developer Team Lead"," 07/25/2019","Tucker, GA","Full-time $110k - $120k","Software Development","Data Engineer"
"1196","Junior Software Developer Team Lead"," 07/25/2019","Tucker, GA","Full-time $110k - $120k","NET","Data Engineer"
"1197","Junior Software Developer Team Lead"," 07/25/2019","Tucker, GA","Full-time $110k - $120k","ASP.NET","Data Engineer"
"1198","Junior Software Developer Team Lead"," 07/25/2019","Tucker, GA","Full-time $110k - $120k","MVC","Data Engineer"
"1199","Senior Platform Engineer - Rails, Angular.js"," 08/08/2018","Los Angeles, CA","Full-time $100k - $160k","Rails","Data Engineer"
"1200","Senior Platform Engineer - Rails, Angular.js"," 08/08/2018","Los Angeles, CA","Full-time $100k - $160k","Angular.js","Data Engineer"
"1201","Senior Platform Engineer - Rails, Angular.js"," 08/08/2018","Los Angeles, CA","Full-time $100k - $160k","Data Modeling","Data Engineer"
"1202","Senior Platform Engineer - Rails, Angular.js"," 08/08/2018","Los Angeles, CA","Full-time $100k - $160k","Web Technologies","Data Engineer"
"1203","Senior Platform Engineer - Rails, Angular.js"," 08/08/2018","Los Angeles, CA","Full-time $100k - $160k","Advertising","Data Engineer"
"1204","Senior Backend Node Engineer ($150k - $190k)"," 10/02/2019","Denver, CO","Compensation Unspecified","JavaScript","Data Engineer"
"1205","Senior Backend Node Engineer ($150k - $190k)"," 10/02/2019","Denver, CO","Compensation Unspecified","NODE","Data Engineer"
"1206","Senior Backend Node Engineer ($150k - $190k)"," 10/02/2019","Denver, CO","Compensation Unspecified","AWS","Data Engineer"
"1207","Senior Backend Node Engineer ($150k - $190k)"," 10/02/2019","Denver, CO","Compensation Unspecified","MongoDB","Data Engineer"
"1208","Senior Backend Node Engineer ($150k - $190k)"," 10/02/2019","Denver, CO","Compensation Unspecified","MySQL","Data Engineer"
"1209","Principal Mobile Engineer (Native Android)"," 10/08/2019","Menlo Park, CA","Full-time $160k - $200k","Native Android Applications","Data Engineer"
"1210","Principal Mobile Engineer (Native Android)"," 10/08/2019","Menlo Park, CA","Full-time $160k - $200k","Java","Data Engineer"
"1211","Principal Mobile Engineer (Native Android)"," 10/08/2019","Menlo Park, CA","Full-time $160k - $200k","Kotlin","Data Engineer"
"1212","Principal Mobile Engineer (Native Android)"," 10/08/2019","Menlo Park, CA","Full-time $160k - $200k","Android SDK","Data Engineer"
"1213","Principal Mobile Engineer (Native Android)"," 10/08/2019","Menlo Park, CA","Full-time $160k - $200k","MVVM","Data Engineer"
"1214","Senior Mobile Engineer (Native Android/Kotlin)"," 10/16/2019","Chicago, IL","Full-time $130k - $150k","Native Android Applications","Data Engineer"
"1215","Senior Mobile Engineer (Native Android/Kotlin)"," 10/16/2019","Chicago, IL","Full-time $130k - $150k","Java/RxJava","Data Engineer"
"1216","Senior Mobile Engineer (Native Android/Kotlin)"," 10/16/2019","Chicago, IL","Full-time $130k - $150k","Kotlin","Data Engineer"
"1217","Senior Mobile Engineer (Native Android/Kotlin)"," 10/16/2019","Chicago, IL","Full-time $130k - $150k","MVVM","Data Engineer"
"1218","Senior Mobile Engineer (Native Android/Kotlin)"," 10/16/2019","Chicago, IL","Full-time $130k - $150k","Dagger/Retrofit/Espresso","Data Engineer"
"1219","Senior Application Developer - PHP, Linux, AWS"," 09/23/2019","Chicago, IL","Full-time $80k - $140k","PHP","Data Engineer"
"1220","Senior Application Developer - PHP, Linux, AWS"," 09/23/2019","Chicago, IL","Full-time $80k - $140k","MySQL","Data Engineer"
"1221","Senior Application Developer - PHP, Linux, AWS"," 09/23/2019","Chicago, IL","Full-time $80k - $140k","Enterprise","Data Engineer"
"1222","Senior Application Developer - PHP, Linux, AWS"," 09/23/2019","Chicago, IL","Full-time $80k - $140k","Linux","Data Engineer"
"1223","Senior Application Developer - PHP, Linux, AWS"," 09/23/2019","Chicago, IL","Full-time $80k - $140k","AWS","Data Engineer"
"1224","Senior Software Engineer"," 04/16/2019","Oviedo, FL","Compensation Unspecified","Waterfall","Data Engineer"
"1225","Senior Software Engineer"," 04/16/2019","Oviedo, FL","Compensation Unspecified","Spiral","Data Engineer"
"1226","Senior Software Engineer"," 04/16/2019","Oviedo, FL","Compensation Unspecified","Integrated Master Schedule","Data Engineer"
"1227","Senior Software Engineer"," 04/16/2019","Oviedo, FL","Compensation Unspecified","Multi-Threading","Data Engineer"
"1228","Senior Software Engineer"," 04/16/2019","Oviedo, FL","Compensation Unspecified","Memory Management","Data Engineer"
"1229","Electrical Engineer- Medical Device - Portable Embedded device"," 07/01/2019","Mission Hills, CA","Compensation Unspecified","Designs and tests portable embedded systems","Data Engineer"
"1230","Electrical Engineer- Medical Device - Portable Embedded device"," 07/01/2019","Mission Hills, CA","Compensation Unspecified","Implantable Medical Devices","Data Engineer"
"1231","Electrical Engineer- Medical Device - Portable Embedded device"," 07/01/2019","Mission Hills, CA","Compensation Unspecified","designs RF systems","Data Engineer"
"1232","Electrical Engineer- Medical Device - Portable Embedded device"," 07/01/2019","Mission Hills, CA","Compensation Unspecified","circuitry to transfer power/ data to implantable","Data Engineer"
"1233","Electrical Engineer- Medical Device - Portable Embedded device"," 07/01/2019","Mission Hills, CA","Compensation Unspecified","Design Control","Data Engineer"
"1234","Data Analyst - SQL, Tableau/Power BI"," 09/26/2019","Peoria, IL","Full-time $50k - $85k","Database Design","Data Analyst"
"1235","Data Analyst - SQL, Tableau/Power BI"," 09/26/2019","Peoria, IL","Full-time $50k - $85k","data loading","Data Analyst"
"1236","Data Analyst - SQL, Tableau/Power BI"," 09/26/2019","Peoria, IL","Full-time $50k - $85k","Excel","Data Analyst"
"1237","Data Analyst - SQL, Tableau/Power BI"," 09/26/2019","Peoria, IL","Full-time $50k - $85k","Tableau","Data Analyst"
"1238","Data Analyst - SQL, Tableau/Power BI"," 09/26/2019","Peoria, IL","Full-time $50k - $85k","Power BI","Data Analyst"
"1239","Jr. Data Analyst- - SQL, Tableau/Power BI"," 09/26/2019","Peoria, IL","Full-time $50k - $85k","Database Design","Data Analyst"
"1240","Jr. Data Analyst- - SQL, Tableau/Power BI"," 09/26/2019","Peoria, IL","Full-time $50k - $85k","data loading","Data Analyst"
"1241","Jr. Data Analyst- - SQL, Tableau/Power BI"," 09/26/2019","Peoria, IL","Full-time $50k - $85k","Excel","Data Analyst"
"1242","Jr. Data Analyst- - SQL, Tableau/Power BI"," 09/26/2019","Peoria, IL","Full-time $50k - $85k","Tableau","Data Analyst"
"1243","Jr. Data Analyst- - SQL, Tableau/Power BI"," 09/26/2019","Peoria, IL","Full-time $50k - $85k","Power BI","Data Analyst"
"1244","Data Analyst"," 10/18/2019","Santa Barbara, CA","Compensation Unspecified","Data Analyst","Data Analyst"
"1245","Data Analyst"," 10/18/2019","Santa Barbara, CA","Compensation Unspecified","SQL","Data Analyst"
"1246","Data Analyst"," 10/18/2019","Santa Barbara, CA","Compensation Unspecified","Cognos","Data Analyst"
"1247","Data Analyst"," 10/18/2019","Santa Barbara, CA","Compensation Unspecified","BI","Data Analyst"
"1248","Data Analyst - SQL, Creating SQL queries, Tableau"," 10/17/2019","Los Angeles, CA","Full-time $70k - $80k","SQL","Data Analyst"
"1249","Data Analyst - SQL, Creating SQL queries, Tableau"," 10/17/2019","Los Angeles, CA","Full-time $70k - $80k","Creating SQL queries","Data Analyst"
"1250","Data Analyst - SQL, Creating SQL queries, Tableau"," 10/17/2019","Los Angeles, CA","Full-time $70k - $80k","Tableau","Data Analyst"
"1251","Data Analyst - SQL, Creating SQL queries, Tableau"," 10/17/2019","Los Angeles, CA","Full-time $70k - $80k","Ssis","Data Analyst"
"1252","Data Analyst (SQL, R/Python)"," 10/18/2019","San Francisco, CA","Compensation Unspecified","Data Science","Data Analyst"
"1253","Data Analyst (SQL, R/Python)"," 10/18/2019","San Francisco, CA","Compensation Unspecified","SQL","Data Analyst"
"1254","Data Analyst (SQL, R/Python)"," 10/18/2019","San Francisco, CA","Compensation Unspecified","Data Analysis","Data Analyst"
"1255","Data Analyst (SQL, R/Python)"," 10/18/2019","San Francisco, CA","Compensation Unspecified","Python","Data Analyst"
"1256","Data Analyst (SQL, R/Python)"," 10/18/2019","San Francisco, CA","Compensation Unspecified","SQL","Data Analyst"
"1257","Data Analyst (SQL, R/Python)"," 10/18/2019","San Francisco, CA","Compensation Unspecified","Python","Data Analyst"
"1258","Data Analyst (SQL, R/Python)"," 10/18/2019","San Francisco, CA","Compensation Unspecified","visualization","Data Analyst"
"1259","Data Analyst (SQL, R/Python)"," 10/18/2019","San Francisco, CA","Compensation Unspecified","Statistical Analysis","Data Analyst"
"1260","Data Analyst"," 10/18/2019","Fenton, MO","Full-time $60k - $80k","Data Analyst","Data Analyst"
"1261","Data Analyst"," 10/18/2019","Fenton, MO","Full-time $60k - $80k","Database Management","Data Analyst"
"1262","Data Analyst"," 10/18/2019","Fenton, MO","Full-time $60k - $80k","ERP","Data Analyst"
"1263","Data Analyst"," 10/18/2019","Fenton, MO","Full-time $60k - $80k","MRP","Data Analyst"
"1264","Data Analyst"," 10/18/2019","Fenton, MO","Full-time $60k - $80k","Data Entry","Data Analyst"
"1265","Senior Data Analyst"," 02/21/2019","New York, NY","Full-time $90k - $110k","Python","Data Analyst"
"1266","Senior Data Analyst"," 02/21/2019","New York, NY","Full-time $90k - $110k","SQL","Data Analyst"
"1267","Senior Data Analyst"," 02/21/2019","New York, NY","Full-time $90k - $110k","ETL","Data Analyst"
"1268","Senior Data Analyst"," 02/21/2019","New York, NY","Full-time $90k - $110k","SaaS","Data Analyst"
"1269","Senior Data Analyst"," 02/21/2019","New York, NY","Full-time $90k - $110k","Software","Data Analyst"
"1270","SQL Server Data Analyst"," 11/21/2018","Stockton, CA","Compensation Unspecified","Data Analysis","Data Analyst"
"1271","SQL Server Data Analyst"," 11/21/2018","Stockton, CA","Compensation Unspecified","SQL Server","Data Analyst"
"1272","SQL Server Data Analyst"," 11/21/2018","Stockton, CA","Compensation Unspecified","T-SQL","Data Analyst"
"1273","SQL Server Data Analyst"," 11/21/2018","Stockton, CA","Compensation Unspecified","Ssrs","Data Analyst"
"1274","SQL Server Data Analyst"," 11/21/2018","Stockton, CA","Compensation Unspecified","Oracle","Data Analyst"
"1275","Senior Healthcare Data Analyst"," 08/15/2019","Hoboken, NJ","Full-time $90k - $120k","Health-care","Data Analyst"
"1276","Senior Healthcare Data Analyst"," 08/15/2019","Hoboken, NJ","Full-time $90k - $120k","Oncology data","Data Analyst"
"1277","Senior Healthcare Data Analyst"," 08/15/2019","Hoboken, NJ","Full-time $90k - $120k","Claims and EMR Data","Data Analyst"
"1278","Senior Healthcare Data Analyst"," 08/15/2019","Hoboken, NJ","Full-time $90k - $120k","Data Analysis","Data Analyst"
"1279","Senior Healthcare Data Analyst"," 08/15/2019","Hoboken, NJ","Full-time $90k - $120k","SAS","Data Analyst"
"1280","Data Analyst - Tableau - Industrial Engineer, Manufacturing"," 10/01/2019","Chicago, IL","Compensation Unspecified","Industrial Engineer","Data Analyst"
"1281","Data Analyst - Tableau - Industrial Engineer, Manufacturing"," 10/01/2019","Chicago, IL","Compensation Unspecified","Manufacturing","Data Analyst"
"1282","Data Analyst - Tableau - Industrial Engineer, Manufacturing"," 10/01/2019","Chicago, IL","Compensation Unspecified","Electrical Engineering","Data Analyst"
"1283","Data Analyst - Tableau - Industrial Engineer, Manufacturing"," 10/01/2019","Chicago, IL","Compensation Unspecified","Engineering","Data Analyst"
"1284","Data Analyst - Tableau - Industrial Engineer, Manufacturing"," 10/01/2019","Chicago, IL","Compensation Unspecified","Mechanical Engineering","Data Analyst"
"1285","Data Analyst - Tableau - Industrial Engineer, Manufacturing"," 09/30/2019","Chicago, IL","Compensation Unspecified","Industrial Engineer","Data Analyst"
"1286","Data Analyst - Tableau - Industrial Engineer, Manufacturing"," 09/30/2019","Chicago, IL","Compensation Unspecified","Manufacturing","Data Analyst"
"1287","Data Analyst - Tableau - Industrial Engineer, Manufacturing"," 09/30/2019","Chicago, IL","Compensation Unspecified","Electrical Engineering","Data Analyst"
"1288","Data Analyst - Tableau - Industrial Engineer, Manufacturing"," 09/30/2019","Chicago, IL","Compensation Unspecified","Engineering","Data Analyst"
"1289","Data Analyst - Tableau - Industrial Engineer, Manufacturing"," 09/30/2019","Chicago, IL","Compensation Unspecified","Mechanical Engineering","Data Analyst"
"1290","Data Analyst - Tableau - Industrial Engineer, Manufacturing"," 09/23/2019","Chicago, IL","Compensation Unspecified","Industrial Engineer","Data Analyst"
"1291","Data Analyst - Tableau - Industrial Engineer, Manufacturing"," 09/23/2019","Chicago, IL","Compensation Unspecified","Manufacturing","Data Analyst"
"1292","Data Analyst - Tableau - Industrial Engineer, Manufacturing"," 09/23/2019","Chicago, IL","Compensation Unspecified","Electrical Engineering","Data Analyst"
"1293","Data Analyst - Tableau - Industrial Engineer, Manufacturing"," 09/23/2019","Chicago, IL","Compensation Unspecified","Engineering","Data Analyst"
"1294","Data Analyst - Tableau - Industrial Engineer, Manufacturing"," 09/23/2019","Chicago, IL","Compensation Unspecified","Mechanical Engineering","Data Analyst"
